id,brand,name,status,specification_urls,source_urls
sunton-cyd-esp32-2424s012n,Sunton,esp32-2424S012N,Source documentation available; dedicated specs not verified,,https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-2424S012N.json
sunton-cyd-esp32-2432s022c,Sunton,esp32-2432S022C,Source documentation available; dedicated specs not verified,,https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-2432S022C.json
sunton-cyd-esp32-2432s022n,Sunton,esp32-2432S022N,Source documentation available; dedicated specs not verified,,https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-2432S022N.json
sunton-cyd-esp32-2432s024,Sunton,ESP32-2432S024,Source documentation available; dedicated specs not verified,,https://f1atb.fr/esp32-2432s028-esp32-2432s024-jc2432w328/
sunton-cyd-esp32-2432s024c,Sunton,esp32-2432S024C,Source documentation available; dedicated specs not verified,,https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-2432S024C.json
sunton-cyd-esp32-2432s024n,Sunton,esp32-2432S024N,Source documentation available; dedicated specs not verified,,https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-2432S024N.json
sunton-cyd-esp32-2432s024r,Sunton,esp32-2432S024R,Source documentation available; dedicated specs not verified,,https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-2432S024R.json
sunton-cyd-esp32-2432s028,Sunton,ESP32-2432S028,Source documentation available; dedicated specs not verified,,https://mischianti.org/esp32-2432s028-cheap-yellow-display-high-resolution-pinout-datasheet-schema-and-specs/
sunton-cyd-esp32-2432s028r,Sunton,ESP32-2432S028R,Source documentation available; dedicated specs not verified,,https://github.com/witnessmenow/ESP32-Cheap-Yellow-Display/blob/0564a140c76de76ef34a8b7115044e7c6c852695/OriginalDocumentation/2-Specification/ESP32-2432S028%20Specifications-EN.pdf | https://f1atb.fr/esp32-2432s028-esp32-2432s024-jc2432w328/ | https://macsbug.wordpress.com/2022/08/17/esp32-2432s028/ | https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-2432S028R.json
sunton-cyd-esp32-2432s028rv2,Sunton,esp32-2432S028Rv2,Source documentation available; dedicated specs not verified,,https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-2432S028Rv2.json
sunton-cyd-esp32-2432s028rv3,Sunton,esp32-2432S028Rv3,Source documentation available; dedicated specs not verified,,https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-2432S028Rv3.json
sunton-cyd-esp32-2432s032c,Sunton,esp32-2432S032C,Source documentation available; dedicated specs not verified,,https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-2432S032C.json
sunton-cyd-esp32-2432s032c-i,Sunton,ESP32-2432S032C-I,Source documentation available; dedicated specs not verified,,https://f1atb.fr/esp32-2432s028-esp32-2432s024-jc2432w328/
sunton-cyd-esp32-2432s032n,Sunton,esp32-2432S032N,Source documentation available; dedicated specs not verified,,https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-2432S032N.json
sunton-cyd-esp32-2432s032r,Sunton,esp32-2432S032R,Source documentation available; dedicated specs not verified,,https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-2432S032R.json
sunton-cyd-esp32-3248s035c,Sunton,ESP32-3248S035C,Source documentation available; dedicated specs not verified,,https://github.com/witnessmenow/ESP32-Cheap-Yellow-Display/blob/0564a140c76de76ef34a8b7115044e7c6c852695/Variants/3248S035C/Examples/1-Draw/doc/Unofficial_ESP32-3248S035C.png | https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-3248S035C.json
sunton-cyd-esp32-3248s035r,Sunton,ESP32-3248S035R,Source documentation available; dedicated specs not verified,,https://macsbug.wordpress.com/2022/10/02/esp32-3248s035/ | https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-3248S035R.json
sunton-cyd-esp32-4827s043c,Sunton,esp32-4827S043C,Source documentation available; dedicated specs not verified,,https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-4827S043C.json
sunton-cyd-esp32-4827s043n,Sunton,esp32-4827S043N,Source documentation available; dedicated specs not verified,,https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-4827S043N.json
sunton-cyd-esp32-4827s043r,Sunton,esp32-4827S043R,Source documentation available; dedicated specs not verified,,https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-4827S043R.json
sunton-cyd-esp32-4848s040ciy1,Sunton,esp32-4848S040CIY1,Source documentation available; dedicated specs not verified,,https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-4848S040CIY1.json
sunton-cyd-esp32-4848s040ciy3,Sunton,esp32-4848S040CIY3,Source documentation available; dedicated specs not verified,,https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-4848S040CIY3.json
sunton-cyd-esp32-8048s043c,Sunton,esp32-8048S043C,Source documentation available; dedicated specs not verified,,https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-8048S043C.json
sunton-cyd-esp32-8048s043n,Sunton,esp32-8048S043N,Source documentation available; dedicated specs not verified,,https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-8048S043N.json
sunton-cyd-esp32-8048s043r,Sunton,esp32-8048S043R,Source documentation available; dedicated specs not verified,,https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-8048S043R.json
sunton-cyd-esp32-8048s050c,Sunton,esp32-8048S050C,Source documentation available; dedicated specs not verified,,https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-8048S050C.json
sunton-cyd-esp32-8048s050n,Sunton,esp32-8048S050N,Source documentation available; dedicated specs not verified,,https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-8048S050N.json
sunton-cyd-esp32-8048s050r,Sunton,esp32-8048S050R,Source documentation available; dedicated specs not verified,,https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-8048S050R.json
sunton-cyd-esp32-8048s070c,Sunton,esp32-8048S070C,Source documentation available; dedicated specs not verified,,https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-8048S070C.json
sunton-cyd-esp32-8048s070n,Sunton,esp32-8048S070N,Source documentation available; dedicated specs not verified,,https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-8048S070N.json
sunton-cyd-esp32-8048s070r,Sunton,esp32-8048S070R,Source documentation available; dedicated specs not verified,,https://raw.githubusercontent.com/rzeldent/platformio-espressif32-sunton/0d9a9b1a494bd245744f139d7cc583584fe3bce1/esp32-8048S070R.json
01space-esp32-esp32-c3-0-42lcd,01space,ESP32-C3-0.42LCD,Source documentation available; dedicated specs not verified,,https://github.com/01Space/ESP32-C3-0.42LCD | https://circuitpython.org/board/01space_lcd042_esp32c3/
adafruit-esp32-feather-huzzah32,Adafruit,Adafruit Feather HUZZAH32,Source documentation available; dedicated specs not verified,,https://learn.adafruit.com/adafruit-huzzah32-esp32-feather/pinouts | https://www.adafruit.com/product/3707 | https://circuitpython.org/board/adafruit_feather_huzzah32/
adafruit-esp32-huzzah32-breakout,Adafruit,Adafruit HUZZAH32 Breakout,Specification link recorded,https://www.adafruit.com/product/4172,https://www.adafruit.com/product/4172 | https://circuitpython.org/board/adafruit_huzzah32_breakout/ | https://github.com/adafruit/Adafruit-ESP32-HUZZAH-Breakout-PCB/tree/2f1dcc9ebf93d4a9c825a3747d51849c088c390d
adafruit-esp32-itsybitsy-esp32,Adafruit,Adafruit ItsyBitsy ESP32,Source documentation available; dedicated specs not verified,,https://learn.adafruit.com/adafruit-itsybitsy-esp32/pinouts | https://www.adafruit.com/product/5889 | https://circuitpython.org/board/adafruit_itsybitsy_esp32/
adafruit-esp32-mini-sparkle-motion,Adafruit,Adafruit Mini Sparkle Motion,Source documentation available; dedicated specs not verified,,https://learn.adafruit.com/adafruit-sparkle-motion-mini/pinouts | https://www.adafruit.com/product/6160 | https://circuitpython.org/board/adafruit_mini_sparkle_motion/
adafruit-esp32-p4-gpio,Adafruit,Adafruit P4 GPIO,Source documentation available; dedicated specs not verified,,https://github.com/adafruit/circuitpython/tree/main/ports/espressif/boards/adafruit_p4gpio | https://circuitpython.org/board/adafruit_p4gpio/
adafruit-esp32-qt-py-esp32-pico,Adafruit,Adafruit QT Py ESP32 Pico,Specification link recorded,https://www.adafruit.com/product/5395,https://www.adafruit.com/product/5395 | https://circuitpython.org/board/adafruit_qtpy_esp32_pico/ | https://github.com/adafruit/Adafruit-QT-Py-ESP32-Pico-PCB/tree/f45b12704ccbb7180d89db28e1af7bd861124133
adafruit-esp32-qt-py-esp32-s2-including-ufl-version,Adafruit,Adafruit QT Py ESP32-S2 (including uFL version),Source documentation available; dedicated specs not verified,,https://learn.adafruit.com/adafruit-qt-py-esp32-s2/pinouts | https://www.adafruit.com/product/5325 | https://www.adafruit.com/product/5348 | https://circuitpython.org/board/adafruit_qtpy_esp32s2/
adafruit-esp32-qt-py-esp32-s3-4mb-flash-2mb-psram,Adafruit,Adafruit QT Py ESP32-S3 4MB Flash/2MB PSRAM,Source documentation available; dedicated specs not verified,,https://www.adafruit.com/product/5700 | https://circuitpython.org/board/adafruit_qtpy_esp32s3_4mbflash_2mbpsram/
adafruit-esp32-qt-py-esp32-s3-8mb-flash-no-psram,Adafruit,Adafruit QT Py ESP32-S3 8MB Flash No PSRAM,Source documentation available; dedicated specs not verified,,https://www.adafruit.com/product/5426 | https://circuitpython.org/board/adafruit_qtpy_esp32s3_nopsram/
adafruit-esp32-sparkle-motion,Adafruit,Adafruit Sparkle Motion,Source documentation available; dedicated specs not verified,,https://learn.adafruit.com/adafruit-sparkle-motion/pinouts | https://www.adafruit.com/product/6100 | https://circuitpython.org/board/adafruit_sparkle_motion/
adafruit-esp32-vindie-s2,Adafruit,Adafruit Vindie S2,Source documentation available; dedicated specs not verified,,https://circuitpython.org/board/adafruit_vindie_s2/
adafruit-esp32-esp32-s2-reverse-tft-feather,Adafruit,ESP32-S2 Reverse TFT Feather,Source documentation available; dedicated specs not verified,,https://learn.adafruit.com/esp32-s2-reverse-tft-feather/pinouts | https://www.adafruit.com/product/5345 | https://circuitpython.org/board/adafruit_feather_esp32s2_reverse_tft/
adafruit-esp32-esp32-s3-reverse-tft-feather,Adafruit,ESP32-S3 Reverse TFT Feather,Specification link recorded,https://www.adafruit.com/product/5691,https://www.adafruit.com/product/5691 | https://learn.adafruit.com/esp32-s3-reverse-tft-feather/pinouts | https://circuitpython.org/board/adafruit_feather_esp32s3_reverse_tft/ | https://github.com/adafruit/Adafruit-ESP32-S3-Reverse-TFT-Feather-PCB/tree/633459d74623227a18f7c4b1594db0840ba5592d
adafruit-esp32-feather-esp32-v2,Adafruit,Feather ESP32 V2,Source documentation available; dedicated specs not verified,,https://learn.adafruit.com/adafruit-esp32-feather-v2/pinouts | https://www.adafruit.com/product/5400 | https://circuitpython.org/board/adafruit_feather_esp32_v2/
adafruit-esp32-feather-esp32-c6-4mb-flash-no-psram,Adafruit,Feather ESP32-C6 4MB Flash No PSRAM,Source documentation available; dedicated specs not verified,,https://learn.adafruit.com/adafruit-esp32-c6-feather/pinouts | https://www.adafruit.com/product/5933 | https://circuitpython.org/board/adafruit_feather_esp32c6_4mbflash_nopsram/
adafruit-esp32-feather-esp32-s2,Adafruit,Feather ESP32-S2,Source documentation available; dedicated specs not verified,,https://learn.adafruit.com/adafruit-esp32-s2-feather/pinouts | https://www.adafruit.com/product/5000 | https://circuitpython.org/board/adafruit_feather_esp32s2/
adafruit-esp32-feather-esp32-s2-with-bme280-sensor,Adafruit,Feather ESP32-S2 with BME280 Sensor,Source documentation available; dedicated specs not verified,,https://www.adafruit.com/product/5303 | https://circuitpython.org/board/adafruit_feather_esp32s2_bme280/
adafruit-esp32-feather-esp32-s2-with-tft,Adafruit,Feather ESP32-S2 with TFT,Source documentation available; dedicated specs not verified,,https://learn.adafruit.com/adafruit-esp32-s2-tft-feather/pinouts | https://www.adafruit.com/product/5300 | https://circuitpython.org/board/adafruit_feather_esp32s2_tft/
adafruit-esp32-feather-esp32-s3,Adafruit,Feather ESP32-S3,Source documentation available; dedicated specs not verified,,https://learn.adafruit.com/adafruit-esp32-s3-feather/pinouts
adafruit-esp32-feather-esp32-s3-4mb-flash-2mb-psram,Adafruit,Feather ESP32-S3 4MB Flash 2MB PSRAM,Source documentation available; dedicated specs not verified,,https://learn.adafruit.com/adafruit-esp32-s3-feather/pinouts | https://www.adafruit.com/product/5477 | https://circuitpython.org/board/adafruit_feather_esp32s3_4mbflash_2mbpsram/
adafruit-esp32-feather-esp32-s3-8mb-flash-no-psram,Adafruit,Feather ESP32-S3 8MB Flash No PSRAM,Source documentation available; dedicated specs not verified,,https://www.adafruit.com/product/5323 | https://circuitpython.org/board/adafruit_feather_esp32s3_nopsram/
adafruit-esp32-feather-esp32-s3-tft-psram,Adafruit,Feather ESP32-S3 TFT PSRAM,Source documentation available; dedicated specs not verified,,https://learn.adafruit.com/adafruit-esp32-s3-tft-feather/pinouts | https://www.adafruit.com/product/5483 | https://circuitpython.org/board/adafruit_feather_esp32s3_tft/
adafruit-esp32-feather-huzzah-esp8266,Adafruit,Feather HUZZAH ESP8266,Source documentation available; dedicated specs not verified,,https://learn.adafruit.com/adafruit-feather-huzzah-esp8266/downloads
adafruit-esp32-funhouse-wifi-home-automation-development-board,Adafruit,FunHouse - WiFi Home Automation Development Board,Source documentation available; dedicated specs not verified,,https://learn.adafruit.com/adafruit-funhouse/pinouts | https://www.adafruit.com/product/4985 | https://www.adafruit.com/product/5069 | https://circuitpython.org/board/adafruit_funhouse/
adafruit-esp32-magtag-2-9-grayscale-e-ink-wifi-display,Adafruit,"MagTag - 2.9\"" Grayscale E-Ink WiFi Display",Source documentation available; dedicated specs not verified,,https://learn.adafruit.com/adafruit-magtag/pinouts | https://www.adafruit.com/product/4800 | https://www.adafruit.com/product/4819 | https://circuitpython.org/board/adafruit_magtag_2.9_grayscale/
adafruit-esp32-matrixportal-s3,Adafruit,MatrixPortal S3,Specification link recorded,https://www.adafruit.com/product/5778,https://www.adafruit.com/product/5778 | https://learn.adafruit.com/adafruit-matrixportal-s3/pinouts | https://circuitpython.org/board/adafruit_matrixportal_s3/ | https://github.com/adafruit/Adafruit-MatrixPortal-S3-PCB/tree/1ff841b511d7dc153ae8d4c0b148d33cb3b2ba85
adafruit-esp32-memento-python-programmable-diy-camera,Adafruit,MEMENTO - Python Programmable DIY Camera,Source documentation available; dedicated specs not verified,,https://www.adafruit.com/product/5420 | https://circuitpython.org/board/adafruit_esp32s3_camera/
adafruit-esp32-metro-esp32-s2,Adafruit,Metro ESP32-S2,Source documentation available; dedicated specs not verified,,https://learn.adafruit.com/adafruit-metro-esp32-s2/pinouts | https://www.adafruit.com/product/4775 | https://circuitpython.org/board/adafruit_metro_esp32s2/
adafruit-esp32-metro-esp32-s3,Adafruit,Metro ESP32-S3,Source documentation available; dedicated specs not verified,,https://learn.adafruit.com/adafruit-metro-esp32-s3/pinouts | https://www.adafruit.com/product/5500 | https://circuitpython.org/board/adafruit_metro_esp32s3/
adafruit-esp32-qt-py-esp32-c3,Adafruit,QT Py ESP32-C3,Source documentation available; dedicated specs not verified,,https://learn.adafruit.com/adafruit-qt-py-esp32-c3-wifi-dev-board/pinouts | https://www.adafruit.com/product/5405 | https://circuitpython.org/board/adafruit_qtpy_esp32c3/
adafruit-esp32-qt-py-esp32-s3,Adafruit,QT Py ESP32-S3,Source documentation available; dedicated specs not verified,,https://learn.adafruit.com/adafruit-qt-py-esp32-s3/pinouts
adafruit-esp32-qualia-esp32-s3-for-ttl-rgb-666-displays,Adafruit,Qualia ESP32-S3 for TTL RGB-666 Displays,Source documentation available; dedicated specs not verified,,https://www.adafruit.com/product/5800 | https://circuitpython.org/board/adafruit_qualia_s3_rgb666/
ai-thinker-esp32-ai-thinker-esp32-cam,Ai-Thinker,Ai Thinker ESP32-CAM,Source documentation available; dedicated specs not verified,,https://docs.ai-thinker.com/en/esp32-cam | https://circuitpython.org/board/ai-thinker-esp32-cam/
ai-thinker-esp32-esp-c3-32s,Ai-Thinker,ESP-C3-32S,Source documentation available; dedicated specs not verified,,https://docs.ai-thinker.com/en/esp32c3 | https://circuitpython.org/board/ai_thinker_esp32-c3s/
ai-thinker-esp32-esp-c3-32s-2m,Ai-Thinker,ESP-C3-32S (2M),Source documentation available; dedicated specs not verified,,https://docs.ai-thinker.com/en/esp32c3 | https://circuitpython.org/board/ai_thinker_esp32-c3s-2m/
ai-thinker-esp32-nodemcu-esp-12k,Ai-Thinker,NodeMCU ESP-12K,Source documentation available; dedicated specs not verified,,https://docs.ai-thinker.com/en/12k_development_board_esp32-s2 | https://circuitpython.org/board/ai_thinker_esp_12k_nodemcu/
arduino-esp32-nano-esp32,Arduino,Nano ESP32,Source documentation available; dedicated specs not verified,,https://docs.arduino.cc/hardware/alvik/ | https://github.com/arduino/docs-content/blob/dab66ecbd6ad52cd742da6c19c5b6330a7f2caae/content/hardware/edu/solution-and-kits/alvik/product.md | https://github.com/arduino/docs-content/blob/dab66ecbd6ad52cd742da6c19c5b6330a7f2caae/content/hardware/edu/solution-and-kits/alvik/tutorials/user-manual/assets/ESP_Pinout_Alvik.png | https://github.com/arduino/docs-content/blob/dab66ecbd6ad52cd742da6c19c5b6330a7f2caae/content/hardware/edu/solution-and-kits/alvik/tutorials/user-manual/assets/esp-pinout.png | https://docs.arduino.cc/hardware/nano-esp32/ | https://github.com/arduino/docs-content/blob/dab66ecbd6ad52cd742da6c19c5b6330a7f2caae/content/hardware/nano/boards/nano-esp32/product.md | https://github.com/arduino/docs-content/blob/dab66ecbd6ad52cd742da6c19c5b6330a7f2caae/content/hardware/nano/boards/nano-esp32/datasheet/assets/pinout.png | https://github.com/arduino/docs-content/blob/dab66ecbd6ad52cd742da6c19c5b6330a7f2caae/content/hardware/nano/boards/nano-esp32/tutorials/cheat-sheet/assets/esp-pinout.png | https://github.com/arduino/docs-content/blob/dab66ecbd6ad52cd742da6c19c5b6330a7f2caae/content/hardware/nano/boards/nano-esp32/tutorials/pin-setup/assets/esp-pinout.png | https://github.com/arduino/docs-content/blob/dab66ecbd6ad52cd742da6c19c5b6330a7f2caae/content/hardware/nano/boards/nano-esp32/downloads/ABX00083-full-pinout.pdf | https://store.arduino.cc/pages/nano-esp32 | https://circuitpython.org/board/arduino_nano_esp32s3/
arduino-esp32-nano-esp32-with-inverted-status-led,Arduino,Nano ESP32 with inverted Status LED,Source documentation available; dedicated specs not verified,,https://store.arduino.cc/pages/nano-esp32 | https://circuitpython.org/board/arduino_nano_esp32s3_inverted_statusled/
atmegazero-esp32-esp32-s2,ATMegaZero,ATMegaZero ESP32-S2,Source documentation available; dedicated specs not verified,,https://www.atmegazero.com | https://circuitpython.org/board/atmegazero_esp32s2/
autosport-labs-esp32-esp32-can-x2,Autosport Labs,Autosport Labs ESP32-CAN-X2,Source documentation available; dedicated specs not verified,,https://www.autosportlabs.com/product/esp32-can-x2-dual-can-bus-automotive-grade-development-board/ | https://wiki.autosportlabs.com/ESP32-CAN-X2 | https://circuitpython.org/board/autosportlabs_esp32_can_x2/
banana-pi-esp32-bpi-bit,Banana Pi,BPI-Bit,Source documentation available; dedicated specs not verified,,https://docs.banana-pi.org/en/BPI-Bit/BananaPi_BPI-Bit
banana-pi-esp32-bpi-bit-s2,Banana Pi,BPI-Bit-S2,Source documentation available; dedicated specs not verified,,https://docs.banana-pi.org/en/BPI-Bit-S2/BananaPi_BPI-Bit-S2 | https://wiki.banana-pi.org/BPI-Bit-S2 | https://circuitpython.org/board/bpi_bit_s2/
banana-pi-esp32-bpi-centi-s3,Banana Pi,BPI-Centi-S3,Source documentation available; dedicated specs not verified,,https://docs.banana-pi.org/en/BPI-Centi-S3/BananaPi_BPI-Centi-S3
banana-pi-esp32-bpi-leaf-s3,Banana Pi,BPI-Leaf-S3,Source documentation available; dedicated specs not verified,,https://docs.banana-pi.org/en/BPI-Leaf-S3/BananaPi_BPI-Leaf-S3 | https://wiki.banana-pi.org/BPI-Leaf-S3 | https://circuitpython.org/board/bpi_leaf_s3/
banana-pi-esp32-bpi-picow-s3,Banana Pi,BPI-PicoW-S3,Source documentation available; dedicated specs not verified,,https://docs.banana-pi.org/en/BPI-PicoW-S3/BananaPi_BPI-PicoW-S3 | https://wiki.banana-pi.org/BPI-PicoW-S3 | https://circuitpython.org/board/bpi_picow_s3/
brainboardz-inc-esp32-brainboardz-neuron,BrainBoardz Inc.,BrainBoardz Neuron,Source documentation available; dedicated specs not verified,,https://www.brainboardz.com | https://circuitpython.org/board/brainboardz_neuron/
cezerio-esp32-dev-esp32c6,cezerio,cezerio dev ESP32C6,Source documentation available; dedicated specs not verified,,https://cezerio.com/cezerio_dev_esp32c6 | https://circuitpython.org/board/cezerio_dev_ESP32C6/
cezerio-esp32-mini-dev-esp32c6,cezerio,cezerio mini dev ESP32C6,Source documentation available; dedicated specs not verified,,https://cezerio.com/cezerio_mini_dev_esp32c6 | https://circuitpython.org/board/cezerio_mini_dev_ESP32C6/
circuitart-esp32-esp32s3-zero,CircuitArt,CircuitArt ESP32S3 Zero,Source documentation available; dedicated specs not verified,,https://github.com/CircuitART/ESP32S3zero | https://circuitpython.org/board/circuitart_zero_s3/
community-esp32-alpstuga-drop-in-esp32-s3,Community,ALPSTUGA Drop-In ESP32-S3,Source documentation available; dedicated specs not verified,,https://github.com/adafruit/circuitpython/tree/main/ports/espressif/boards/ikea_alpstuga_esp32_s3 | https://circuitpython.org/board/ikea_alpstuga_esp32_s3/
crcibernetica-esp32-ideaboard,CRCibernetica,CRCibernetica IdeaBoard,Source documentation available; dedicated specs not verified,,https://www.crcibernetica.com/crcibernetica-ideaboard/ | https://circuitpython.org/board/crcibernetica-ideaboard/
